papers,citations_all,citations_self,hindex_external,hindex_both
2,35,0,2.0,1.99
7,189,1,3.39,3.47
4,248,1,2.0,2.04
10,2171,2,4.11,4.02
2,42,0,2.0,2.0
4,373,2,1.98,1.92
27,4859,19,9.62,10.21
1,24,0,1.0,1.0
86,16202,67,17.35,19.6
19,1787,9,6.7,7.15
6,186,3,3.41,3.47
5,107,4,4.01,3.92
15,415,5,4.68,4.63
9,463,4,3.61,3.59
34,4564,45,9.87,9.92
13,766,10,5.58,5.51
1,24,0,1.0,1.0
1,24,0,1.0,1.0
15,429,24,7.45,7.95
88,3841,179,13.79,18.59
246,15898,457,32.49,36.8
66,7747,101,17.99,18.78
21,1502,23,8.7,9.1
287,15924,551,29.21,33.98
23,468,31,5.72,6.45
63,6909,60,12.88,12.98
562,59482,1733,71.02,86.93
36,6468,44,11.68,13.08
64,8263,124,15.16,16.74
482,32862,1484,58.34,74.63
449,84861,1597,52.08,74.72
156,21172,250,32.68,36.63
33,1161,78,8.85,10.03
90,20748,90,31.61,32.65
17,549,4,5.7,5.67
95,11041,286,28.3,29.32
39,6581,52,10.93,11.77
151,5056,417,30.44,32.09
83,27835,149,15.13,16.84
24,849,26,7.31,6.92
14,131,22,4.47,4.51
140,5251,387,23.09,29.02
96,1997,407,12.69,14.23
288,11424,681,31.2,36.36
88,10962,212,25.17,27.51
243,12073,924,36.84,42.09
199,42216,815,46.22,55.93
106,22530,232,20.95,24.3
121,30464,23,33.0,33.0
130,31534,1157,30.86,42.24
82,15875,7,32.0,32.0
90,19090,20,27.85,27.65
90,17974,7,26.02,26.14
30,200,22,5.96,5.94
51,352,53,7.0,7.43
119,2284,253,20.12,20.94
301,43086,239,64.27,66.48
257,41605,308,61.87,62.15
17,1854,49,9.3,9.3
12,1368,12,4.77,4.89
9,640,16,6.19,6.28
104,16252,201,28.52,30.8
27,2195,37,10.37,11.16
91,3906,272,21.44,24.01
113,19263,411,31.91,39.82
54,3243,25,12.73,12.89
488,35141,1912,56.45,80.63
382,59533,2960,64.74,85.17
19,573,15,5.7,5.99
66,870,0,15.52,15.68
2,0,0,0.0,0.0
45,1858,137,13.44,14.94
259,41598,838,50.06,55.8
162,8349,894,29.32,37.98
1176,4838,9,20.66,20.61
6,160,3,3.44,3.39
6,330,2,3.88,3.88
1,57,0,1.0,1.0
10,715,10,6.68,6.74
7,241,0,2.46,2.41
1,57,0,1.0,1.0
10,335,8,4.85,5.1
17,702,5,6.76,6.98
2,65,0,1.0,1.02
5,498,2,3.0,3.01
6,306,4,3.66,3.79
45,2446,56,19.4,17.94
4,83,2,2.58,2.35
106,4040,201,13.19,15.74
165,9833,458,26.58,34.52
93,3612,450,18.88,21.36
9,114,15,3.4,3.44
20,400,21,5.86,5.98
603,46846,5309,63.8,85.64
114,4756,616,19.82,23.09
125,6141,388,25.03,29.11
324,20868,2030,38.01,47.73
11,252,17,4.13,6.1
102,5074,555,19.78,24.58
189,8163,618,25.09,28.84
28,641,137,9.8,9.99
73,1266,83,12.97,13.82
7,60,7,3.92,3.9
49,993,115,11.29,12.15
148,5766,454,17.87,21.38
49,1062,158,9.91,11.22
1,79,0,1.0,1.0
48,861,146,8.43,10.12
8,178,6,4.34,4.35
14,311,15,5.08,5.01
31,894,47,7.62,8.6
1,79,0,1.0,1.0
47,685,117,9.75,11.3
112,6152,339,26.73,30.54
38,667,18,9.93,10.06
57,1384,152,14.77,16.01
26,597,40,7.57,8.22
14,314,26,5.93,6.89
8,105,8,3.38,3.64
12,453,4,5.55,5.53
60,732,212,9.46,10.82
17,596,25,6.6,6.99
5,160,3,3.02,3.0
62,1986,189,16.47,18.05
19,125,33,4.72,4.82
10,51,7,2.99,2.94
278,5114,681,23.76,27.71
965,30247,3667,56.38,69.89
2,7,0,1.03,1.04
98,2085,337,15.8,17.93
84,3255,155,16.84,19.69
1,3,0,1.0,1.0
69,2418,52,17.82,18.4
1,11,0,1.0,1.0
126,7638,698,26.85,30.72
157,8825,582,25.32,31.25
62,5211,176,17.38,18.99
72,2381,99,14.24,15.24
311,14964,612,41.64,50.41
844,79043,4963,61.2,88.44
5,521,0,3.43,3.47
89,5857,186,15.84,16.79
4,129,0,1.51,1.57
223,19793,1151,31.54,37.23
373,34569,1709,42.77,53.99
9,1275,10,5.4,5.48
62,1840,153,12.23,13.48
133,18632,528,25.46,32.23
177,36986,696,28.53,35.04
155,10651,301,21.78,25.93
222,16860,894,37.3,44.16
103,8320,351,25.79,30.17
272,23470,1132,39.32,49.03
14,511,4,4.26,4.22
18,721,16,4.78,5.01
5,86,1,2.0,2.0
1,76,0,1.0,1.0
18,893,10,5.73,5.9
5,182,0,3.46,3.34
8,541,7,4.49,4.39
7,590,11,4.48,4.66
30,1173,60,9.17,9.77
10,304,6,4.0,4.0
4,144,2,2.34,2.36
25,1201,20,8.44,8.75
6,198,0,3.42,3.33
112,8977,374,14.65,16.84
40,4023,87,16.2,16.81
566,45476,2000,58.8,75.31
188,25259,555,29.94,38.4
9,532,4,5.08,5.13
17,1187,19,7.37,7.34
22,1324,19,8.06,8.62
28,569,11,9.05,9.1
121,3587,78,18.59,19.11
4,317,0,3.34,3.36
2,236,0,2.0,2.0
6,240,4,2.27,2.31
14,1045,11,5.25,5.4
11,650,9,5.63,5.65
9,392,9,3.0,4.04
10,883,6,3.53,3.39
55,7840,164,12.93,15.09
311,31360,1751,38.77,51.17
3,199,3,2.12,2.13
2,40,1,2.0,2.0
1,32,0,1.0,1.0
2,40,1,2.0,2.0
2,43,1,2.0,2.0
7,68,2,4.01,3.91
1,32,0,1.0,1.0
1,32,0,1.0,1.0
2,40,1,2.0,2.0
8,113,2,2.95,3.06
308,33840,3985,43.46,62.99
51,2383,66,10.99,11.92
94,2858,76,13.27,14.16
2,43,1,2.0,2.0
25,1241,52,7.59,7.84
41,239,132,5.59,6.1
10,157,17,3.05,3.1
35,184,97,5.49,5.55
278,3513,713,23.71,25.58
393,4911,1011,26.74,29.23
133,13118,760,28.23,33.99
201,1581,628,12.74,14.29
91,3577,220,18.02,19.46
6,336,4,4.53,4.38
36,1498,63,10.43,10.93
15,390,8,5.25,5.44
30,2067,64,11.59,11.81
36,910,44,10.67,11.6
213,10596,508,23.23,28.42
112,6108,237,15.54,18.6
148,5917,228,16.91,19.59
98,4464,0,20.47,20.2
56,1894,18,11.37,11.86
72,1643,28,8.82,9.26
18,320,0,5.97,5.93
28,958,23,8.06,8.18
6,259,0,4.04,4.02
8,193,2,2.95,2.91
24,601,5,7.27,7.29
7,195,1,4.06,4.04
107,1828,32,21.19,20.95
9,396,1,3.12,3.11
254,6456,499,29.42,30.67
141,3952,76,19.38,20.78
32,1156,13,11.32,11.53
131,8007,150,24.95,26.47
6,141,4,2.3,2.29
3,138,1,2.34,2.29
15,221,20,4.57,4.88
4,138,1,2.41,2.37
4,170,1,2.53,2.49
1,118,0,1.0,1.0
3,153,0,1.83,1.82
1,118,0,1.0,1.0
107,8596,379,19.88,23.23
37,976,99,7.71,8.97
8,1125,15,6.58,6.54
13,1608,15,5.73,6.12
8,1125,15,6.7,6.55
32,4564,51,15.1,15.85
40,2559,76,12.12,12.81
33,2198,54,10.5,11.21
16,176,23,5.61,5.5
71,1047,65,14.36,15.1
495,59409,2883,59.21,87.82
34,4679,86,11.46,12.35
158,9548,434,22.04,27.09
466,61068,2012,50.01,63.95
36,1705,75,11.4,12.25
31,994,25,6.32,6.66
77,4333,78,19.83,20.76
23,727,30,5.83,5.98
12,719,8,5.81,5.88
55,932,22,6.12,6.88
45,2529,29,11.7,12.55
2,203,0,2.0,2.0
117,12022,331,18.54,21.07
155,3608,405,19.43,22.34
80,1326,40,14.19,14.54
7,214,0,2.5,2.5
321,5668,389,22.9,27.38
835,27427,2038,44.26,59.65
42,584,40,14.85,15.34
197,13172,313,25.54,30.02
353,23760,1292,34.83,43.39
56,3054,160,13.99,15.5
34,1153,68,11.68,12.45
30,4896,22,14.37,14.2
18,1811,11,6.37,6.37
8,299,0,4.38,4.24
2,121,0,2.0,2.0
2,121,0,2.0,2.0
2,121,0,2.0,2.0
15,1213,15,7.12,7.47
9,480,1,4.02,3.72
15,2158,14,7.63,7.48
35,1177,59,9.38,10.17
115,4456,243,18.86,22.7
58,4369,56,17.14,17.24
782,48196,2202,79.1,90.03
7,563,3,4.57,4.52
97,2072,124,15.05,15.01
4,292,6,3.0,3.0
11,473,4,5.46,5.5
8,357,3,3.84,3.82
5,342,3,3.6,3.48
8,624,8,5.88,5.82
5,373,3,3.08,3.02
2,261,1,2.0,2.0
9,492,5,4.37,4.56
43,4895,113,10.23,11.77
2,81,1,2.0,2.0
4,149,1,2.88,2.85
7,565,9,5.08,5.1
57,7831,183,12.88,16.87
6,1295,3,4.16,4.13
11,635,8,3.44,3.61
6,92,0,1.91,1.89
4,230,2,2.01,2.1
23,284,5,5.02,5.02
131,6485,92,17.65,18.97
57,5408,120,15.2,16.64
49,2723,80,10.95,12.08
99,2157,305,16.04,18.8
20,177,24,6.41,6.58
16,336,31,6.54,6.45
33,1084,64,8.88,10.08
52,318,51,7.46,7.76
4,93,2,2.44,2.46
1,44,0,1.0,1.0
26,504,21,6.9,7.2
12,135,3,4.21,4.27
16,264,7,6.08,5.9
13,141,7,4.2,4.55
3,93,2,2.51,2.57
93,8294,262,21.82,26.07
94,5383,204,17.63,20.26
50,7362,222,14.69,16.95
20,664,36,5.66,6.3
3,68,3,2.8,2.65
1,19,0,1.0,1.0
91,10300,332,22.89,25.16
18,460,43,7.47,8.22
17,305,16,5.07,5.22
13,327,27,6.59,6.84
186,5253,802,29.49,34.16
22,591,13,9.29,9.5
7,397,5,4.33,4.14
130,8263,332,23.01,28.06
81,3948,124,20.17,22.09
9,1309,5,3.0,3.0
6,391,4,3.06,3.07
39,3285,28,10.68,11.44
16,144,14,4.24,4.5
3,50,3,2.14,2.89
6,74,3,2.76,2.96
2,24,1,1.87,1.92
40,1031,64,8.37,9.35
8,66,0,3.37,3.39
20,200,16,5.15,5.09
2,26,0,1.99,1.97
4,46,0,2.29,2.32
5,44,1,3.34,3.56
2,24,0,1.61,1.63
4,48,0,1.71,1.7
77,1119,85,9.11,10.29
440,13066,1003,49.78,55.96
133,3103,287,19.26,22.4
3,300,1,3.0,3.0
2,92,1,2.0,2.0
6,297,4,3.5,3.51
1,79,0,1.0,1.0
1,79,0,1.0,1.0
26,2545,39,11.57,12.04
161,22507,963,29.7,40.22
11,339,3,4.46,4.43
69,4645,161,15.91,18.89
4,265,1,2.01,2.01
29,1495,89,12.07,12.67
53,2350,119,12.33,14.27
7,67,3,3.25,3.21
94,3264,191,20.05,22.31
16,965,33,6.7,7.29
20,650,13,6.24,6.54
19,571,54,5.57,6.14
13,512,21,5.28,5.5
8,161,6,4.16,4.03
3,64,1,2.64,2.59
20,684,25,7.94,8.08
3,147,0,2.0,2.0
45,3699,54,18.62,18.68
228,5054,352,29.91,32.04
383,15993,335,45.14,49.95
171,11974,502,27.7,30.82
80,4120,316,12.08,14.82
22,421,6,8.45,8.44
46,2247,105,12.09,13.48
38,1036,68,8.66,9.0
30,794,31,8.51,9.18
25,195,24,5.04,5.23
2,40,0,2.0,2.0
19,190,14,5.45,5.46
6,79,2,2.43,2.53
20,355,17,4.84,5.04
11,308,7,4.91,4.89
652,37828,2036,83.9,89.44
191,8899,660,25.27,31.16
303,11259,1690,29.67,40.69
94,15480,419,30.1,35.21
31,1320,71,9.37,10.4
215,12213,1628,32.73,46.13
303,60542,0,60.27,61.29
19,327,3,8.32,8.63
18,529,12,6.91,6.83
1,121,0,1.0,1.0
26,2170,34,11.02,11.61
25,3082,18,10.67,11.18
6,214,0,5.0,4.98
139,6095,176,26.92,29.25
118,4364,61,18.48,18.95
285,60332,623,61.35,71.78
17,367,23,5.17,5.3
55,2740,124,9.6,11.47
207,7954,878,29.99,37.44
24,336,38,6.82,6.83
191,11867,1021,36.63,45.29
107,5164,644,19.81,24.17
9,209,8,4.19,4.19
56,3319,137,16.21,17.31
5,77,9,2.97,3.0
6,90,14,3.29,4.63
2,28,1,2.0,2.0
2,28,1,2.0,2.0
3,39,1,2.12,2.07
25,1392,17,9.41,9.66
21,1694,57,6.77,7.12
44,1040,85,11.04,12.12
24,685,39,10.61,10.66
13,137,15,4.97,5.27
2,168,1,2.0,2.0
11,406,20,5.02,5.37
16,386,20,7.44,7.39
14,436,18,7.03,7.28
13,420,20,6.61,6.89
8,212,11,5.74,5.71
4,175,5,2.9,2.93
8,197,7,4.47,4.71
6,151,1,4.46,4.54
9,288,4,5.96,6.04
78,1026,375,12.63,13.97
6,239,4,4.69,4.71
17,423,7,7.11,7.0
4,99,2,2.54,2.57
11,545,6,5.71,5.84
4,207,1,2.97,2.97
6,99,2,3.84,3.75
11,316,18,6.46,6.06
7,225,4,4.99,4.87
3,132,1,1.27,1.29
7,248,5,4.16,4.19
14,482,12,6.95,7.07
10,248,9,5.06,5.08
3,77,2,1.81,1.76
7,152,7,3.68,3.76
6,103,0,3.11,3.15
50,881,60,13.28,14.36
50,1176,45,13.7,14.08
72,2082,159,11.36,12.17
49,2564,119,12.2,13.15
37,438,17,8.42,8.89
6,192,1,4.55,4.58
2,168,1,2.0,2.0
28,526,26,8.56,8.86
202,7935,669,25.61,33.51
297,8898,576,43.48,47.05
120,4871,394,21.67,26.59
89,1931,89,18.85,19.85
127,5480,449,18.35,23.19
85,8532,220,23.75,27.22
558,26029,3578,48.83,62.58
107,3289,470,19.97,23.4
108,2772,142,17.82,19.31
240,29017,1240,44.21,54.44
5,977,3,3.0,3.0
21,4388,33,8.45,8.96
5,751,1,2.26,2.22
50,3871,92,16.51,16.93
23,2431,27,10.0,10.26
38,4359,73,12.6,14.98
97,7969,201,15.78,18.47
608,61585,1982,56.97,77.96
167,16876,500,28.04,32.16
10,493,20,6.18,6.08
4,229,5,3.92,3.94
5,186,6,3.26,3.18
11,303,10,4.75,4.63
6,557,4,4.43,4.31
5,58,1,2.97,2.98
3,81,1,2.0,2.0
2,31,0,1.0,1.0
67,8611,155,20.74,22.02
18,2065,6,8.31,8.53
5,218,0,2.95,3.08
7,254,0,3.32,3.21
14,2042,25,9.51,9.64
5,1025,4,4.0,4.0
18,1042,11,6.9,7.5
11,1449,5,6.17,6.38
13,899,6,6.38,6.35
5,411,0,2.77,2.71
6,325,0,3.17,3.0
6,450,2,3.19,3.27
27,955,15,8.82,8.85
60,5660,177,10.81,12.91
34,6894,66,10.8,11.96
93,11492,285,23.82,29.33
274,28633,1474,39.87,56.91
131,4724,738,18.65,23.98
35,1123,99,8.27,9.65
2,30,0,1.27,1.19
26,509,25,6.54,6.81
129,4770,533,16.18,19.58
87,3140,402,14.93,18.28
158,8883,816,24.61,31.66
12,310,15,4.49,4.77
14,425,19,4.43,4.93
405,25069,1233,50.23,61.16
220,13469,1212,34.29,41.96
138,2868,703,17.67,22.46
294,18219,1733,30.94,43.15
344,32009,2694,44.8,59.32
25,1007,24,9.14,9.74
54,1387,158,14.66,15.86
9,65,5,3.87,3.83
4,79,1,2.8,2.74
20,471,34,9.82,10.05
111,4221,215,17.88,20.54
245,12335,1004,36.2,42.21
21,378,13,5.47,5.57
90,4548,258,17.0,20.54
173,4632,1169,20.2,23.22
39,919,246,8.86,12.78
25,798,150,11.95,11.95
85,1301,240,17.42,18.03
46,1756,94,12.25,12.52
11,634,14,9.0,9.0
134,6133,579,24.89,27.81
30,1467,37,8.47,8.82
188,11063,1159,31.33,39.32
237,15524,841,31.11,41.7
126,3394,462,19.41,20.93
101,4714,492,22.53,26.1
63,2659,206,14.54,16.68
12,664,39,9.64,9.27
129,8493,728,22.27,28.36
124,4421,532,19.69,23.03
23,904,44,8.17,7.9
96,6998,556,19.39,24.9
71,3061,266,14.68,15.6
82,3276,226,15.79,17.86
74,1488,0,15.69,15.7
23,553,82,13.15,13.01
139,6518,637,20.44,24.54
49,1857,217,11.69,12.19
12,677,22,9.97,10.0
705,15023,3029,44.98,51.87
6,183,11,4.81,4.76
100,4160,408,17.93,20.05
12,491,29,8.0,8.0
36,709,57,15.07,15.28
12,450,34,8.0,8.0
36,725,82,9.49,9.97
19,592,34,13.73,13.87
8,441,28,7.0,7.0
26,743,68,9.44,10.44
21,669,41,13.62,13.79
10,487,35,8.0,8.0
12,447,28,10.74,10.9
8,441,28,7.0,7.0
12,490,35,9.9,9.99
29,716,45,9.66,10.51
8,441,28,7.0,7.0
8,441,28,7.0,7.0
49,1203,196,11.48,12.77
44,907,68,10.84,11.97
55,1938,120,13.84,15.66
37,585,87,12.72,13.03
363,9467,941,39.93,44.97
8,441,28,7.0,7.0
8,441,28,7.0,7.0
116,1890,330,19.19,21.71
35,1143,161,10.69,12.62
8,441,28,7.0,7.0
28,570,60,10.46,12.09
46,1421,171,10.66,12.59
23,520,41,8.1,7.44
53,1286,201,13.14,14.8
48,935,113,10.53,11.96
9,488,34,7.98,7.99
13,518,28,10.03,10.71
47,2148,106,13.83,14.64
33,2851,96,15.92,16.19
296,28582,2340,55.51,75.68
130,5619,807,21.57,27.1
9,441,28,7.0,7.0
52,1653,124,13.53,14.92
259,11231,1135,37.19,43.22
10,382,22,6.0,6.0
134,5979,555,18.33,23.32
43,1188,103,10.73,11.55
25,616,98,8.85,7.99
26,741,80,9.15,9.68
9,455,23,8.0,8.0
47,2659,84,12.95,13.95
8,441,23,7.0,7.0
8,441,23,7.0,7.0
105,4485,330,14.52,17.42
62,2145,194,13.15,15.12
927,33478,4240,81.64,91.85
51,1365,105,13.75,14.7
102,3476,340,20.54,22.24
7,441,23,7.0,7.0
17,1220,25,6.77,7.73
27,608,70,9.3,9.09
98,2550,209,15.69,17.07
245,8088,832,30.47,37.46
129,4240,206,25.13,27.07
18,472,35,10.87,10.91
40,781,76,7.77,7.49
142,3558,340,23.57,27.68
39,1225,31,13.56,14.37
11,761,20,10.0,10.0
32,788,72,10.02,10.14
78,1691,219,13.44,15.42
235,5242,591,25.6,29.74
9,449,18,7.0,7.0
54,4959,91,15.31,16.89
36,2635,41,11.3,12.31
27,548,49,10.34,10.3
4,3,0,1.0,1.0
7,0,0,0.0,0.0
4,2,0,1.0,1.0
10,78,6,2.2,2.31
112,998,148,14.76,15.35
71,854,92,11.76,12.78
94,2130,303,22.81,24.13
9,94,0,5.01,5.04
47,344,32,8.96,8.92
19,148,9,5.99,5.91
84,775,109,12.37,12.54
137,1340,117,16.91,17.32
47,667,54,9.31,10.04
118,1008,94,14.6,14.87
79,946,62,8.97,9.82
42,386,88,7.26,7.71
31,391,27,8.61,9.1
35,394,24,8.76,8.98
3,61,1,1.06,1.04
3,65,1,1.23,1.26
102,1823,126,21.31,20.79
50,2773,82,11.91,13.01
335,5832,482,31.45,34.0
101,1679,167,11.2,12.19
839,14857,2079,56.05,58.72
2,0,0,0.0,0.0
3,0,0,0.0,0.0
17,1145,25,9.2,9.11
27,1127,34,11.83,12.05
31,2073,75,13.68,14.29
24,1606,60,13.19,13.01
65,7004,299,17.99,21.86
126,12687,724,32.61,39.18
1,0,0,0.0,0.0
315,18369,1191,35.15,44.86
1,0,0,0.0,0.0
3,354,2,2.0,2.0
1,78,0,1.0,1.0
17,353,8,5.83,6.19
4,289,3,2.86,2.88
5,417,1,2.25,2.31
17,1108,23,7.71,7.64
2,100,0,1.59,1.49
1,78,0,1.0,1.0
17,1055,4,5.71,6.08
114,7763,211,18.5,21.62
87,5477,117,14.85,15.88
1,17,0,1.0,1.0
6,35,0,1.18,1.24
24,3133,37,9.29,9.35
2,38,0,2.0,2.0
11,197,7,3.51,3.56
22,1347,10,8.92,9.06
37,2379,106,11.4,12.7
2,38,0,2.0,2.0
3,40,0,2.0,2.0
4,235,3,2.09,2.1
2,38,0,2.0,2.0
17,259,18,5.38,5.97
128,8754,597,21.24,25.81
38,1682,95,7.58,8.87
195,12456,604,31.02,36.29
125,6693,292,21.56,25.51
13,922,5,5.83,5.76
67,715,83,4.78,5.4
21,1802,16,10.32,10.26
36,1987,73,11.18,12.83
69,3874,169,15.08,17.61
12,822,19,5.36,5.62
40,1045,100,10.09,11.27
53,998,124,10.66,12.52
4,97,1,2.08,2.08
16,226,12,4.79,4.95
183,12469,715,35.79,41.19
108,1653,434,14.84,17.67
74,4357,183,17.58,19.26
47,1801,61,13.75,14.29
119,3277,174,11.17,12.41
33,1712,3,12.43,12.43
13,185,7,4.63,4.88
9,256,9,4.99,5.0
108,2811,86,14.89,16.2
101,1483,138,17.31,18.34
108,3441,115,13.05,14.15
275,11674,965,38.18,45.07
90,3064,80,17.37,18.57
18,338,5,8.07,8.4
348,17570,608,36.39,42.37
257,36613,722,39.49,49.55
162,6079,159,26.09,27.56
18,6090,17,7.78,7.78
7,107,10,4.93,5.53
5,761,1,3.0,3.0
109,3826,59,18.76,19.31
43,4334,47,19.71,19.83
42,18198,118,10.24,11.34
1,0,0,0.0,0.0
2,2,1,1.0,1.0
122,4188,398,21.61,27.24
1,2,0,1.0,1.0
443,28353,1265,48.54,57.72
49,2822,188,15.15,18.41
1,3,0,1.0,1.0
13,286,30,5.14,5.35
1,1,0,1.0,1.0
27,87,5,4.59,4.53
13,314,11,6.38,6.54
18,596,26,7.75,7.79
13,325,17,5.04,5.55
18,1360,13,7.27,7.36
2,113,1,2.0,2.0
55,2112,63,12.19,12.67
5,163,4,3.95,3.96
18,787,10,8.75,8.64
10,203,2,6.78,6.81
26,1040,32,6.07,6.57
5,137,0,5.0,4.98
32,782,38,11.82,12.38
14,203,4,5.58,5.71
3,113,1,2.02,1.92
20,1858,9,7.77,7.96
147,5618,329,23.75,26.25
68,739,40,11.08,11.35
59,11393,133,19.2,21.58
122,9037,89,18.77,20.58
61,4127,146,14.94,16.89
230,18658,1209,36.36,45.86
54,5344,166,15.44,16.55
12,539,10,4.47,4.43
444,42327,2854,47.85,69.41
48,1694,27,10.8,11.31
12,266,14,4.52,4.69
49,2474,91,17.76,17.54
325,27964,842,60.23,69.92
62,1351,79,8.36,9.68
288,9527,756,41.95,46.32
508,23298,1652,53.74,63.3
10,232,7,5.22,5.27
2,148,1,1.03,1.02
11,244,6,4.54,4.48
4,188,0,2.62,2.62
16,354,3,6.08,6.2
2,148,0,1.02,1.03
109,6523,400,26.37,29.45
230,11142,820,38.31,45.25
38,1551,35,6.52,7.33
163,4097,488,30.43,32.55
84,3211,118,15.32,17.79
156,2827,261,20.78,22.57
101,2121,53,21.76,21.59
19,367,19,7.72,9.31
151,2172,174,17.86,19.17
74,886,122,11.96,13.1
18,557,12,7.69,7.63
10,145,4,4.74,4.84
10,474,9,4.9,4.99
133,67448,367,30.14,33.84
19,734,13,7.74,7.63
49,9544,68,36.88,39.37
41,5898,138,25.51,25.81
102,12603,384,23.9,29.72
13,357,22,6.0,6.0
11,157,4,3.69,3.68
34,711,61,8.02,8.68
61,7204,243,24.38,24.85
110,1448,92,16.12,15.69
53,895,88,12.51,11.74
28,1309,17,9.29,9.36
16,1000,6,5.1,5.22
60,9560,205,25.31,26.76
8,260,5,4.0,4.0
24,765,43,8.05,8.17
10,265,11,4.0,5.95
4,132,1,3.97,3.97
9,160,2,4.03,4.11
116,8126,243,20.88,24.0
117,13783,531,27.35,33.62
126,9423,301,25.15,28.21
240,23160,974,30.86,38.87
194,37463,1040,49.28,54.29
8,162,4,4.13,3.89
37,530,36,8.83,8.95
18,534,21,6.92,6.94
20,463,27,10.91,10.86
19,438,17,7.93,7.93
16,2030,16,6.45,6.93
8,105,3,3.14,2.94
31,477,19,6.23,6.2
37,569,32,11.03,10.9
4,149,1,3.0,3.0
4,174,1,3.84,3.87
93,2228,107,12.76,13.97
24,202,19,6.65,6.87
86,1507,230,12.46,13.92
86,6665,205,19.33,21.56
179,17390,926,37.08,44.55
231,4806,299,27.28,28.07
188,3718,260,24.63,26.85
27,893,20,8.28,8.55
99,5479,265,16.43,21.0
283,18298,1036,28.35,35.82
10,189,11,4.8,4.8
4,104,4,4.0,4.0
5,85,3,4.88,4.92
3,80,1,2.89,2.86
52,3973,247,14.35,16.42
80,8963,162,16.1,17.75
193,15281,1136,31.5,38.59
29,4582,49,9.92,9.99
1,163,0,1.0,1.0
136,9641,294,21.13,23.16
22,1768,0,5.38,5.47
172,4075,250,21.14,24.79
47,4101,29,14.8,15.16
3,184,3,2.59,2.63
15,386,7,5.14,5.0
25,1015,19,7.85,8.15
1,163,0,1.0,1.0
16,3138,17,7.26,7.36
29,835,7,8.06,8.1
5,179,1,2.99,2.95
73,8152,107,18.13,20.18
51,5478,53,16.29,17.12
41,3426,43,11.9,12.26
187,21293,272,34.72,37.32
228,22608,645,26.16,31.64
66,3359,85,9.89,11.78
13,254,3,4.5,4.51
116,45297,181,26.72,30.44
92,11629,141,14.55,17.25
59,1737,108,15.36,16.06
89,19107,249,24.98,28.08
305,33998,783,35.24,44.19
8,239,4,3.0,3.0
284,34476,896,41.53,54.58
19,451,6,4.01,4.0
7,1357,1,4.72,4.62
7,2151,4,4.55,4.44
7,1373,1,3.9,3.96
70,6991,36,15.67,16.65
42,1982,63,10.14,10.87
45,5300,48,15.12,15.59
28,4786,42,9.25,9.36
78,11614,224,19.81,21.43
13,2340,15,4.66,4.95
45,14087,49,12.45,13.52
116,19619,183,28.95,32.46
23,2623,22,6.04,6.49
29,2356,8,8.79,8.86
15,1619,4,7.55,7.43
10,1372,4,3.72,3.76
16,1654,8,5.54,5.49
67,6290,29,17.76,18.38
19,1597,10,8.13,8.11
1,169,0,1.0,1.0
17,1920,5,7.29,7.38
13,1419,7,4.1,4.42
9,270,2,4.0,4.0
23,2432,14,11.37,11.35
74,4329,15,15.92,16.25
63,4665,50,14.37,15.24
74,2412,5,24.66,24.74
68,5562,46,18.54,19.09
36,2539,9,14.85,14.76
178,11536,248,32.74,36.59
194,8927,325,20.98,26.13
80,5186,29,15.68,15.87
16,2937,9,6.25,6.29
84,7535,71,22.5,23.35
33,1732,4,12.1,11.92
18,1785,2,6.84,6.57
24,1716,2,10.02,9.99
22,1483,5,9.1,9.05
18,2198,6,6.22,6.17
23,1587,3,8.85,9.0
10,1372,1,3.74,3.8
42,3062,12,13.66,13.93
79,3222,28,18.04,18.5
48,2590,10,12.66,12.75
56,2832,17,19.14,19.17
29,1591,4,12.29,12.19
10,1372,1,3.68,3.81
25,1493,4,11.92,11.8
85,3129,37,14.59,15.42
76,1822,30,21.21,21.68
73,3324,38,17.5,17.84
10,1372,1,3.68,3.69
51,2651,9,18.86,19.31
71,3332,9,21.52,21.55
37,7942,21,4.76,5.05
31,1559,1,13.27,13.0
12,1434,2,4.77,4.86
6,1355,1,3.75,3.76
9,862,1,3.23,3.26
12,1434,2,4.68,4.75
13,1382,1,4.06,4.08
13,186,5,5.58,5.51
19,1641,3,6.68,6.44
21,1616,9,7.58,7.5
288,20267,763,27.62,33.37
46,781,48,12.6,13.1
17,1333,28,7.53,8.06
3,64,1,3.0,3.0
7,129,4,2.58,2.65
22,304,9,4.8,4.86
15,226,24,3.94,4.11
1,20,0,1.0,1.0
2,20,1,1.0,1.0
7,304,7,4.51,4.71
1,20,0,1.0,1.0
2,49,1,1.32,1.26
7,159,7,2.18,2.31
113,5345,289,15.14,19.44
50,1923,117,10.26,11.29
67,3792,123,16.78,16.99
189,15960,501,29.39,36.78
23,1207,39,7.94,8.28
184,18359,811,25.8,32.87
2,229,1,2.0,2.0
11,730,9,5.52,5.65
3,242,1,3.0,3.0
25,2724,58,8.78,9.27
1,120,0,1.0,1.0
29,1697,52,11.02,11.87
496,42134,2328,50.13,67.57
32,2464,60,12.6,13.02
314,49516,1970,47.72,65.14
24,1230,26,9.24,9.16
1,2,0,1.0,1.0
10,337,2,4.38,4.35
16,833,22,7.25,7.34
29,1760,19,9.39,9.95
8,148,1,6.59,6.57
2,101,0,2.0,2.0
8,354,3,3.67,3.84
