papers,citations_all,citations_self,hindex_external,hindex_both
2,68,0,2.0,2.0
28,472,34,8.93,9.56
43,6800,27,12.04,12.04
157,7237,125,24.03,24.84
56,1930,64,11.26,11.92
25,471,2,9.0,9.0
5,243,4,3.87,3.94
169,14821,376,23.26,27.15
134,3798,224,17.23,20.17
330,29811,598,47.93,56.67
76,1755,74,15.01,16.08
19,812,12,7.78,8.17
165,3393,57,19.84,20.19
58,781,10,11.69,11.71
168,9475,193,20.75,25.57
60,1981,63,9.98,12.12
135,11077,181,20.02,21.46
82,5607,91,22.87,25.52
25,1015,20,7.04,7.36
139,18105,366,23.14,30.94
246,16706,268,42.04,46.23
2,67,1,2.0,2.0
105,8198,224,17.84,22.64
97,2610,108,13.6,15.47
373,20696,608,38.82,45.53
1,30,0,1.0,1.0
16,893,11,5.85,6.15
113,11594,264,23.96,26.28
32,331,7,6.65,6.54
144,2702,183,18.48,19.94
96,1450,62,14.74,15.16
24,8469,23,9.37,9.75
47,4297,73,18.92,19.49
49,3898,38,14.92,14.99
1,30,0,1.0,1.0
6,62,0,5.67,5.69
1,30,0,1.0,1.0
6,41,2,3.0,3.0
29,2836,32,13.66,13.54
23,1715,26,7.91,8.48
88,2341,56,14.71,15.17
156,7153,147,18.88,20.83
344,10418,380,30.91,34.25
22,441,7,6.36,6.45
14,138,2,4.0,4.0
60,2761,17,12.9,12.91
100,5729,200,14.3,17.83
15,1030,10,8.81,8.66
100,20893,144,21.98,23.36
7,65,4,3.14,2.86
1,30,0,1.0,1.0
227,4545,165,22.84,24.7
73,8302,75,15.47,16.61
1,30,0,1.0,1.0
114,12855,189,25.09,29.54
179,5830,138,25.49,27.02
416,46701,1557,49.52,66.48
34,415,24,7.35,7.74
35,8907,22,7.25,7.79
5,43,0,2.0,2.0
97,2733,67,16.22,17.55
227,11447,447,35.74,40.77
35,2573,3,3.78,4.06
139,5377,150,21.29,22.59
43,3300,52,10.2,11.07
126,4015,80,17.62,19.16
223,29185,784,37.11,51.19
109,4036,149,15.75,17.45
1060,77498,4380,113.04,133.15
38,1750,25,11.33,11.44
117,2692,182,15.72,17.95
78,1478,88,11.3,11.99
398,43389,723,60.86,73.47
211,4906,120,18.72,20.47
151,13876,241,23.6,28.33
171,10993,194,24.66,27.03
29,492,16,8.28,8.23
27,532,9,6.03,6.19
6,122,2,2.94,2.88
2,62,1,2.0,2.0
1,50,0,1.0,1.0
4,55,1,3.0,3.0
68,1106,54,14.86,15.28
22,284,25,7.95,7.59
97,1039,128,15.43,16.47
151,2901,178,25.07,26.46
17,112,10,5.79,6.19
38,590,54,11.35,11.51
37,352,34,9.03,9.45
93,1801,357,13.71,17.73
279,4164,1682,24.5,26.92
7,153,7,3.76,5.86
135,6190,327,33.12,33.73
518,10009,1446,31.66,39.54
22,812,15,8.09,8.55
3,53,0,2.97,2.99
4,63,0,2.72,2.79
2,51,0,2.0,2.0
16,426,1,6.05,5.97
30,1278,25,7.99,8.81
32,3943,17,13.65,13.84
26,843,25,6.26,6.75
15,1139,15,8.07,8.27
2,51,0,2.0,2.0
2,51,0,2.0,2.0
13,315,6,2.74,2.75
77,4683,80,10.54,10.71
1,0,0,0.0,0.0
2,51,0,2.0,2.0
2,51,0,2.0,2.0
9,62,0,3.86,3.86
13,728,8,3.23,3.32
92,2105,284,8.69,12.51
541,65787,2700,64.26,78.43
233,10390,303,22.03,26.98
45,2498,59,10.37,11.2
165,11678,390,23.15,27.02
352,32749,1258,45.09,58.09
242,19343,723,34.03,43.12
4,15,0,2.0,2.0
13,417,15,4.17,4.46
21,1060,22,7.88,8.44
3,14,0,2.0,2.0
2,14,0,2.0,2.0
23,2045,29,7.69,7.83
7,860,1,2.71,2.71
11,152,8,5.39,5.07
13,1344,12,6.01,6.3
36,1348,39,7.79,8.15
74,2706,204,13.48,16.11
53,5938,91,11.23,11.94
12,721,7,6.37,6.37
2,407,0,2.0,2.0
2,401,0,2.0,2.0
9,1109,2,5.85,5.82
14,947,20,7.3,7.19
16,1626,18,8.13,8.17
2,374,0,1.0,1.0
60,12310,43,9.49,10.76
24,1017,31,7.04,7.23
8,675,6,4.89,4.91
208,24219,965,38.51,47.3
36,262,0,6.99,7.0
25,628,19,6.36,7.01
156,4552,452,23.2,26.68
1,1,0,1.0,1.0
20,674,17,5.7,5.97
9,12,0,2.33,2.22
1045,26105,2665,67.42,72.78
31,316,36,8.33,8.2
46,529,74,9.47,10.05
13,71,0,5.02,5.07
206,24345,497,40.07,44.44
54,2896,42,11.83,13.04
217,19620,748,40.07,47.27
173,31040,593,44.76,52.35
21,3058,17,8.02,8.25
141,16476,453,30.92,37.33
103,14585,184,24.78,29.67
119,26411,287,26.91,32.47
183,19059,291,33.76,40.65
24,164,0,6.64,6.88
64,438,0,7.76,7.7
4,5,0,1.27,1.38
1,1,0,1.0,1.0
42,149,0,4.8,4.94
80,1231,102,10.42,11.65
79,2865,263,18.64,21.72
327,18057,2071,44.32,52.91
42,1027,59,13.18,13.82
92,1445,132,12.35,13.43
94,1361,187,13.1,14.38
52,2281,75,13.04,13.66
168,2726,368,16.76,19.25
128,14453,457,27.07,33.25
166,4094,533,19.8,23.48
208,12276,1238,36.66,43.81
214,5511,883,21.94,28.0
32,1125,43,8.99,9.91
37,914,49,13.18,13.52
20,717,15,8.12,8.47
34,777,40,11.09,12.08
252,16170,1522,34.95,41.09
46,282,59,6.5,6.62
25,295,23,4.89,5.12
17,166,27,4.85,5.06
7,88,4,3.78,3.63
2,29,0,1.0,1.0
1,29,0,1.0,1.0
5,36,0,2.67,2.69
1,29,0,1.0,1.0
1,29,0,1.0,1.0
16,315,5,4.04,3.82
1,29,0,1.0,1.0
215,15715,1008,29.04,33.62
22,1207,20,9.75,9.86
26,5978,25,9.44,9.76
221,9628,510,37.47,43.16
103,1318,423,15.56,16.47
88,1939,76,15.99,16.29
32,731,52,7.71,8.13
79,7962,181,23.65,24.73
31,528,19,7.56,8.04
79,4180,245,12.2,15.08
182,6630,427,25.33,28.33
77,2121,187,14.43,16.69
17,270,13,6.12,6.2
260,7585,1380,30.49,37.4
90,1496,190,11.55,13.8
16,95,7,4.81,4.92
49,673,61,11.3,11.88
19,143,13,4.25,4.28
49,745,106,10.17,10.83
9,37,4,3.55,3.3
122,2700,190,16.77,18.71
199,4466,597,24.78,28.87
481,31846,1270,55.76,68.81
289,3727,512,28.61,29.29
445,6561,942,34.11,37.25
47,2346,35,21.35,21.89
132,2711,437,22.18,24.51
32,1218,81,11.7,12.06
2,10,1,1.0,1.0
310,20606,1438,51.83,62.48
4,17,2,2.04,1.95
2,24,0,1.75,1.72
82,3197,323,18.64,20.81
25,97,0,5.83,5.86
24,908,54,8.01,7.23
6,117,4,4.0,4.0
24,387,24,5.67,5.98
128,36862,348,33.53,37.26
132,34895,465,29.41,32.31
3,120,2,3.0,3.0
1,111,0,1.0,1.0
7,135,4,3.82,3.75
3,112,3,1.0,3.0
5,130,0,3.0,3.0
16,356,9,6.97,7.34
14,1129,23,4.6,4.71
39,989,14,11.2,12.04
646,25666,3094,53.64,64.69
48,2866,76,15.41,16.34
37,618,87,9.89,10.75
1,0,0,0.0,0.0
4,9,3,1.75,1.79
2,8,1,1.94,1.95
30,256,42,6.71,7.38
61,2442,184,12.67,15.36
28,1154,12,6.05,6.14
70,21619,104,18.78,20.0
20,474,9,5.31,5.35
41,1111,81,11.16,12.49
4,165,2,2.87,2.76
13,60,0,2.0,2.0
16,180,5,4.68,4.61
58,8084,144,20.5,21.27
185,25447,610,27.81,31.84
14,117,1,3.76,3.7
3,32,2,3.0,3.0
9,356,16,4.84,5.1
154,7981,630,19.7,26.08
273,21562,635,32.94,37.53
70,3679,10,4.89,4.81
2,35,0,1.63,1.57
33,2687,58,5.81,6.81
123,1775,148,11.43,12.79
156,10848,214,22.5,24.63
46,1268,84,13.5,13.94
25,1621,21,6.37,6.58
44,1093,60,10.08,11.12
21,262,8,5.99,6.34
43,596,45,12.4,12.38
152,11448,419,22.96,27.22
27,1244,25,5.6,5.74
4,32,2,3.57,3.43
220,90148,600,31.75,38.65
188,6642,632,21.1,26.73
40,1902,22,10.14,10.51
9,137,2,3.0,3.06
3,24,0,3.0,3.0
201,18206,375,30.95,34.67
127,9649,155,16.46,18.96
38,163,3,4.45,4.62
8,176,1,3.37,3.35
114,10666,268,21.24,24.02
1104,93611,2068,73.99,86.38
240,38731,890,30.81,37.63
200,10927,417,20.85,22.71
50,938,55,9.71,10.31
2,57,1,2.0,2.0
288,21847,326,14.35,17.47
94,38077,101,19.02,21.14
102,4282,57,7.9,8.87
68,2134,125,13.26,14.82
66,6927,157,20.46,22.41
146,9824,491,22.21,27.9
89,1988,28,5.91,6.31
30,1025,74,8.19,9.44
152,37928,342,22.39,25.97
14,481,14,5.12,5.46
5,441,1,3.12,3.15
1,100,0,1.0,1.0
14,308,9,5.41,5.81
21,1874,10,7.91,8.42
12,2320,5,6.59,6.62
11,1685,7,5.1,5.24
1,100,0,1.0,1.0
13,694,13,5.33,5.4
9,413,6,4.61,4.78
6,1591,5,3.1,3.19
7,348,4,3.93,3.87
27,2457,30,5.68,6.08
1,100,0,1.0,1.0
2,104,0,2.0,2.0
1,100,0,1.0,1.0
138,20482,824,22.94,29.05
302,47242,1175,47.35,65.06
131,5632,462,19.56,22.51
256,41633,833,29.82,38.71
282,15223,1249,25.69,34.81
30,518,6,3.97,3.96
8,344,6,3.0,3.01
7,142,3,2.44,2.42
11,247,9,3.98,3.91
3,80,1,1.91,1.84
5,108,1,2.56,2.51
3,59,1,2.0,2.0
16,195,13,4.19,4.44
2,67,0,2.0,2.0
1,56,0,1.0,1.0
25,926,38,6.0,6.95
139,15499,597,28.28,34.81
224,18020,493,33.44,38.01
176,21028,533,23.51,29.31
66,3078,131,11.72,13.49
9,209,6,4.06,3.96
8,132,5,3.71,3.66
2,20,0,1.97,1.98
111,13413,692,28.13,34.28
48,1723,141,12.18,12.84
5,82,3,2.62,2.7
31,1043,43,11.12,11.53
62,957,111,12.01,12.13
113,27993,64,35.46,35.98
17,157,36,4.86,4.78
12,475,12,4.91,5.06
30,180,23,6.2,6.16
13,224,14,5.42,5.81
22,140,19,6.59,6.35
742,11131,1593,30.88,37.12
110,4125,292,16.72,20.16
186,1880,385,16.67,17.06
328,9665,956,34.25,39.14
22,543,9,7.41,7.37
16,538,17,5.31,5.47
29,1834,34,10.54,11.34
24,894,26,8.27,8.46
1,31,0,1.0,1.0
1,31,0,1.0,1.0
9,263,9,3.95,3.95
6,66,3,3.75,3.72
20,1276,16,6.92,7.54
12,666,8,4.47,4.59
4,69,2,2.99,2.99
7,151,2,2.73,2.91
20,1448,38,9.15,9.46
9,343,8,4.5,4.64
13,573,16,4.66,5.11
10,80,7,4.16,3.82
2,38,0,2.0,2.0
32,13059,46,12.63,13.34
7,321,0,6.24,6.36
39,4463,53,10.3,11.4
21,3068,41,11.97,11.99
66,6363,88,13.02,13.82
113,11416,264,17.53,21.21
16,394,7,11.41,11.61
186,32499,319,25.09,28.03
223,21084,747,28.85,36.25
11,424,7,4.1,4.05
11,360,6,4.97,4.98
39,879,105,10.27,12.16
2,17,0,1.91,1.95
13,374,6,4.84,5.05
8,3163,1,1.86,1.82
67,3758,31,12.46,13.18
51,9690,50,15.27,15.58
7,81,2,2.86,2.92
13,173,5,3.05,3.0
21,1299,5,6.0,6.36
28,488,28,6.56,6.96
26,236,1,8.71,8.59
216,6859,408,33.85,35.07
100,4123,97,12.42,13.02
59,2414,109,10.97,12.45
20,840,22,5.73,6.09
33,3203,34,9.33,9.56
65,9704,121,14.77,15.8
21,2349,21,8.47,8.98
8,568,4,4.61,4.52
25,3088,23,7.45,7.71
15,266,4,3.37,3.43
3,51,0,2.0,2.0
49,8421,49,11.32,11.89
161,17730,130,23.49,25.53
21,910,5,6.28,6.09
76,2823,116,14.32,14.98
343,80332,1125,71.57,85.89
10,467,9,4.75,4.96
1,141,0,1.0,1.0
3,141,0,2.0,2.0
11,703,6,4.98,5.17
9,346,5,4.37,4.32
1,141,0,1.0,1.0
4,157,2,1.99,2.0
4,146,1,2.0,2.0
50,2141,98,10.53,11.12
60,12046,204,20.96,21.99
78,8300,201,10.29,12.22
133,7042,489,21.29,26.27
43,6948,180,15.37,16.99
47,4037,103,10.36,11.5
7,1185,10,5.43,5.6
11,324,6,6.64,6.59
10,621,22,6.93,6.94
23,453,29,6.88,7.26
10,745,5,4.06,4.34
12,1163,14,7.27,7.56
2,160,0,2.0,2.0
2,173,0,2.0,2.0
3,624,1,3.0,2.99
22,3830,17,8.01,8.22
15,575,5,4.81,5.08
8,428,6,4.04,4.28
1,153,0,1.0,1.0
1,153,0,1.0,1.0
1,153,0,1.0,1.0
1,153,0,1.0,1.0
1,153,0,1.0,1.0
25,1250,9,5.6,6.19
41,2379,65,10.33,12.12
5,187,0,3.93,3.98
2,153,0,1.0,1.0
312,16316,1603,37.16,50.69
262,13133,632,19.2,23.61
163,3770,701,17.89,22.29
60,1687,96,10.62,11.86
77,7878,151,14.0,15.45
6,160,0,3.0,3.0
17,1757,32,8.91,8.84
72,2494,75,15.59,17.16
118,5504,689,20.12,23.88
60,4756,119,22.81,23.86
120,10031,828,26.1,32.78
6,189,2,1.93,1.91
27,687,15,6.96,7.7
11,275,4,2.63,2.81
45,1441,36,9.75,9.99
10,716,3,3.62,3.67
20,1060,15,8.5,8.66
42,3155,48,12.27,13.34
41,709,57,11.57,11.66
19,408,1,9.6,9.74
10,459,5,4.39,4.42
218,17786,516,33.25,39.37
251,37081,841,37.43,43.5
13,75,1,3.64,3.65
44,3438,32,8.58,9.48
27,1254,12,8.32,7.97
120,5293,48,8.94,9.71
55,899,114,10.83,11.33
38,787,108,9.35,10.44
40,698,51,7.59,8.59
45,4230,172,11.27,13.46
29,520,39,7.03,7.66
27,474,36,8.0,8.17
3,27,0,2.88,2.94
3,27,0,2.88,2.89
8,86,4,2.89,2.99
5,32,1,1.66,1.66
7,42,1,2.24,2.21
5,33,0,2.19,2.08
4,27,0,1.71,1.69
10,146,5,3.05,3.26
77,3153,337,19.51,23.04
4,29,1,3.37,3.41
50,1179,144,10.13,12.16
8,54,1,2.07,1.97
36,792,68,9.29,9.93
9,39,8,2.18,2.08
12,107,4,4.24,4.13
35,470,57,6.87,7.75
44,1250,85,11.91,12.53
13,293,11,5.4,5.43
3,27,0,2.88,2.89
15,131,1,3.33,3.45
87,3690,253,16.15,19.43
5,36,1,2.28,2.23
21,460,16,7.2,7.12
216,10790,1356,32.8,43.45
32,706,48,7.19,8.03
10,377,12,4.76,4.8
66,2967,134,12.5,13.71
32,856,55,9.24,10.22
124,5093,620,21.96,25.77
114,4854,541,22.57,27.24
149,6332,695,23.53,30.19
54,2514,122,10.48,12.0
2,68,1,1.04,1.01
15,377,33,5.9,6.02
2,68,1,1.06,1.01
139,11570,326,24.83,30.17
34,1254,18,7.6,7.74
4,83,5,3.0,3.0
4,76,2,3.0,3.0
1,20,0,1.0,1.0
3,98,1,1.0,1.0
54,1600,42,6.93,7.96
17,99,1,5.19,5.0
49,3859,50,12.09,13.27
74,4942,74,17.39,18.64
92,9140,309,16.67,20.45
35,1572,83,12.69,13.35
1,12,0,1.0,1.0
1,12,0,1.0,1.0
9,197,5,3.64,3.66
113,8201,165,27.02,31.37
508,22066,4182,44.55,57.54
78,2600,193,21.63,21.5
64,1893,129,13.78,14.57
10,122,2,4.72,4.68
11,922,7,5.47,5.55
39,684,36,12.29,12.63
37,1539,82,12.06,12.37
1,55,0,1.0,1.0
24,541,24,8.88,9.58
20,742,17,7.75,8.39
20,109,23,4.61,4.51
33,394,26,8.0,8.16
13,110,31,4.96,5.72
41,730,19,11.87,11.85
2,71,0,2.0,2.0
4,149,1,3.15,3.25
5,101,5,3.98,4.0
4,158,1,3.21,3.18
1,55,0,1.0,1.0
49,2344,94,16.03,16.48
14,177,11,6.3,5.94
47,1619,58,13.81,14.28
76,754,100,9.78,11.19
4,158,1,3.26,3.12
2,91,0,2.0,2.0
4,58,1,2.0,2.0
5,171,1,3.75,3.57
9,531,6,4.5,4.49
6,120,1,4.5,4.35
1,55,0,1.0,1.0
31,2568,27,10.71,11.13
2,196,0,2.0,2.0
58,958,52,9.51,9.25
690,60174,4393,84.16,111.77
996,92660,7350,92.5,120.42
65,2561,60,20.04,20.23
65,1275,82,15.17,15.34
390,18054,1119,39.37,46.23
5,45,0,1.91,1.92
56,630,37,13.62,11.99
111,3321,269,15.28,17.82
66,1308,85,11.68,12.36
16,318,0,2.99,2.97
360,16190,1308,49.04,53.93
183,8729,514,28.36,32.21
335,12366,1464,44.45,49.31
17,103,9,5.72,5.76
404,22035,2321,41.6,51.51
72,886,68,12.3,12.91
30,218,15,5.94,5.97
46,677,45,9.06,9.08
210,9624,378,43.1,43.09
576,25235,2332,41.79,59.18
206,13733,552,22.99,25.0
209,8237,721,25.13,29.67
46,790,15,8.73,8.83
1019,53697,4926,66.3,87.46
588,23691,2258,40.68,51.38
36,590,22,12.16,12.24
19,92,8,3.85,3.73
7,58,3,3.87,3.93
35,279,17,5.69,5.93
37,627,28,13.42,13.45
14,82,9,4.78,4.85
145,8985,458,19.62,21.16
405,18637,1367,36.52,39.99
300,13928,1409,38.55,45.42
554,22451,2181,51.07,59.67
5,677,2,2.65,2.62
102,2606,244,16.68,18.93
201,10735,920,29.71,34.26
755,48151,2833,66.15,69.29
678,37245,1350,56.42,58.84
290,10587,904,31.29,36.78
33,587,26,10.87,10.93
18,61,6,5.04,4.95
316,5013,698,34.02,35.18
101,6218,75,14.94,16.03
1,21,0,1.0,1.0
55,2116,39,14.03,14.65
16,82,5,5.39,5.58
290,11349,1230,32.57,37.71
254,10987,1042,31.52,36.65
168,5632,502,21.9,25.13
28,386,6,7.3,7.26
30,228,17,6.77,6.78
56,717,57,7.33,7.56
74,1865,165,12.87,13.9
38,636,29,10.96,10.98
9,77,2,5.73,5.79
69,1328,75,12.2,12.67
138,4908,395,20.6,21.89
19,82,5,5.97,6.03
152,12357,16,25.34,25.79
226,9848,977,32.63,36.85
28,150,20,6.36,5.98
252,10709,916,31.16,36.36
455,39049,2200,66.98,82.51
357,35199,1882,59.37,71.81
1172,64454,443,63.01,66.68
43,2672,42,13.92,13.94
68,1313,75,12.41,12.9
295,23909,1200,45.68,51.38
70,1252,76,11.42,12.3
161,2553,241,21.49,22.81
33,231,19,7.44,7.52
140,6153,462,24.04,25.81
54,1012,38,10.34,10.79
20,137,6,3.8,3.85
153,4930,204,19.23,22.69
46,709,41,10.5,10.33
29,236,14,5.97,5.98
62,2358,29,12.65,13.15
54,2585,25,10.6,10.85
50,913,13,10.97,11.09
90,2424,241,17.45,19.63
61,1813,88,7.49,9.19
1163,63208,374,54.0,56.45
158,2870,355,24.48,26.38
306,14371,1545,38.89,44.84
237,10410,999,26.84,32.23
680,69016,3791,63.89,90.36
247,11802,1055,34.2,39.09
168,5537,248,22.79,26.59
94,2939,205,16.64,18.9
35,92,14,4.05,4.1
3,39,0,1.47,1.48
46,695,40,9.68,9.52
226,11504,537,32.73,36.49
178,12107,517,23.85,28.37
72,3869,17,14.38,14.33
183,10667,851,28.67,33.13
153,1965,182,24.11,23.58
394,14347,1217,33.68,40.06
402,21088,1645,53.74,65.38
449,13875,815,58.9,60.58
110,2712,250,20.79,23.19
48,1475,46,10.45,11.49
258,13745,1134,38.23,47.43
25,208,36,7.86,7.9
18,96,19,4.32,4.27
156,11113,782,28.37,34.58
49,2130,52,11.0,11.0
54,1551,136,8.75,10.37
641,33632,3267,64.99,80.73
60,2352,55,18.06,18.65
83,3634,110,16.66,17.65
39,1613,22,5.55,5.59
61,784,26,11.75,12.34
25,435,8,6.97,7.0
18,60,1,5.2,5.26
165,7110,307,25.13,29.22
10,22,0,1.0,1.0
52,1994,52,9.77,10.77
184,10761,394,26.5,28.84
1163,68671,540,51.99,53.63
289,20919,1432,49.04,58.15
207,20417,872,29.81,36.06
59,2267,65,11.3,12.38
360,10229,1074,37.93,44.21
299,19572,1131,40.74,47.04
183,9426,330,28.34,30.95
99,3776,152,23.28,25.52
312,35614,1868,47.26,51.42
14,36,1,3.44,3.53
159,5816,235,20.01,22.15
191,10090,404,28.87,32.04
70,2550,83,14.26,15.28
38,1938,20,5.74,5.86
511,50536,1090,74.05,83.96
21,92,6,3.25,3.26
57,2040,45,12.25,13.11
61,4802,107,11.41,12.24
169,7200,411,25.5,29.33
199,7801,374,25.44,26.87
170,6410,324,21.75,24.63
17,46,2,2.64,2.72
45,623,33,8.51,8.94
188,10027,609,25.96,33.97
346,12429,958,34.01,43.22
35,239,2,9.15,9.27
133,6883,271,19.58,22.99
172,10875,325,26.99,30.58
48,2144,52,9.07,9.12
76,3078,91,16.34,16.8
43,1792,46,7.1,7.13
235,17647,1064,38.09,42.71
41,146,13,7.06,6.98
82,3340,82,18.43,19.35
148,3058,270,19.57,22.14
192,10804,477,31.89,33.76
193,13189,675,30.24,34.65
35,1914,17,4.91,4.97
115,10346,274,18.81,23.07
54,2339,59,12.98,13.0
13,38,1,3.65,3.57
439,32807,1661,57.48,68.38
201,15105,636,32.93,37.37
280,22968,1190,35.21,42.36
117,3448,123,16.94,17.81
177,9709,361,28.39,30.11
184,8507,393,28.3,30.06
260,19845,1078,41.14,46.07
77,4332,15,17.74,17.73
157,10267,285,21.59,23.2
7,17,0,1.0,1.0
45,2028,19,10.25,10.34
324,21601,999,31.53,39.08
71,2842,80,16.08,16.82
206,22831,1117,32.99,35.52
110,4713,167,15.88,17.78
48,2113,49,9.05,9.08
508,34226,1707,55.62,61.2
271,18779,1071,47.39,50.63
291,20899,1448,47.75,56.13
376,21098,1688,45.29,52.41
595,32643,2282,57.16,71.67
63,2574,61,11.22,12.61
38,1929,19,5.78,5.99
121,3891,165,20.47,22.1
442,23092,1911,50.59,56.41
58,1136,8,11.9,12.1
37,1625,21,4.89,5.1
205,6158,404,30.86,32.4
55,2382,53,14.0,14.0
96,3183,115,21.08,21.59
44,2323,60,12.0,12.01
63,2695,49,14.92,15.15
109,4279,128,18.74,20.83
166,9272,302,30.47,33.3
51,1765,22,11.66,11.71
337,30342,735,35.71,48.34
162,7877,322,29.03,30.73
231,18064,878,34.14,39.52
52,1583,30,11.96,12.64
190,8061,158,23.58,26.37
216,9573,414,34.04,40.96
202,18591,379,33.72,39.27
232,13717,419,38.29,41.12
79,515,146,10.61,10.78
63,2692,90,12.12,12.68
235,13387,205,30.28,32.72
26,118,6,4.08,4.06
1,29,0,1.0,1.0
13,54,2,4.34,4.39
129,5046,378,22.34,24.48
51,700,43,11.2,11.18
67,1466,69,13.22,13.88
60,2520,60,12.07,13.51
197,11372,661,33.32,37.57
15,59,4,4.37,4.56
59,8521,103,13.9,15.02
383,399,0,6.24,6.22
2,3,0,1.0,1.0
25,254,16,6.9,7.28
1,9,0,1.0,1.0
1,9,0,1.0,1.0
181,14950,932,22.65,30.21
9,103,7,3.29,3.26
37,1929,106,9.27,10.29
245,18219,1120,36.27,44.03
83,3728,266,17.73,19.33
2,11,0,2.0,1.99
37,1444,128,10.63,11.59
6,51,2,2.57,2.51
37,465,41,6.25,6.8
5,22,1,2.95,2.85
21,398,14,5.91,6.26
25,460,45,7.32,7.58
70,3187,152,9.64,10.64
19,156,3,3.56,3.47
56,2756,197,18.09,18.57
47,1091,35,12.92,13.13
11,214,3,2.24,2.34
44,739,55,10.88,11.38
43,1388,21,9.44,9.98
30,346,24,6.77,7.07
8,270,0,3.16,3.09
20,718,13,4.3,4.52
62,1709,64,12.62,13.37
29,1084,39,6.72,7.2
13,266,4,4.11,4.15
4,28,0,2.59,2.6
101,2033,92,16.19,17.08
32,824,19,8.17,8.47
636,37396,2215,50.17,66.56
112,2368,86,12.76,13.11
413,21093,655,51.88,56.83
19,783,12,5.74,5.97
5,144,1,2.24,2.24
3,44,0,1.44,1.41
3,222,1,2.0,2.0
3,16,0,2.62,2.54
3,11,1,1.96,1.98
25,1102,50,7.07,7.4
58,3205,218,14.16,17.4
13,786,8,6.07,5.99
22,437,25,7.01,7.36
2,34,0,2.0,2.0
10,230,17,4.73,4.94
113,8216,269,17.81,19.36
1,30,0,1.0,1.0
8,228,2,2.83,2.86
168,9049,474,17.3,21.1
58,3021,27,13.72,14.54
131,33202,258,26.02,30.45
11,484,10,5.03,5.29
1,6,0,1.0,1.0
12,295,26,4.05,5.56
5,63,5,2.06,2.23
1,6,0,1.0,1.0
1,6,0,1.0,1.0
13,469,6,3.46,3.67
26,1392,82,9.44,10.96
16,434,8,5.43,5.65
56,2079,60,7.63,8.33
42,2008,133,11.0,13.1
28,1210,35,7.56,7.98
108,11978,423,21.48,25.62
158,8431,1565,25.2,33.07
137,6004,712,24.05,29.37
418,66131,2804,74.71,92.95
73,2069,225,10.33,12.07
20,855,28,6.69,7.55
16,467,12,7.48,7.7
3,25,2,2.0,2.0
10,117,8,3.17,3.24
10,204,15,5.3,5.17
11,755,8,3.96,3.97
1,11,0,1.0,1.0
30,2075,9,7.88,7.67
132,5538,70,18.82,18.97
85,7572,105,15.87,17.73
39,3252,112,11.69,12.42
120,11142,342,21.37,26.65
15,238,21,6.37,6.21
15,782,13,7.16,7.4
27,252,33,4.4,4.55
40,1903,36,10.37,11.09
15,321,3,4.68,4.61
10,94,12,6.77,6.89
17,216,33,4.42,4.8
25,611,50,7.0,7.74
6,88,1,4.54,4.54
62,9865,68,15.68,16.38
4,220,1,3.38,3.36
16,207,9,5.34,5.15
7,367,2,3.16,3.11
27,455,19,6.51,6.98
2,73,1,1.0,1.0
26,1068,34,6.22,7.1
20,553,54,9.92,9.99
40,691,68,11.18,11.08
1,73,0,1.0,1.0
1,73,0,1.0,1.0
1,73,0,1.0,1.0
2,73,0,1.0,1.0
26,492,14,6.2,6.38
120,1434,41,17.75,17.93
143,3618,101,17.34,18.61
232,13473,743,29.95,38.02
448,20692,432,38.76,42.58
26,450,23,9.76,9.84
66,2070,118,18.27,19.28
193,10798,310,36.63,39.33
100,3859,203,17.37,19.74
182,10226,370,26.33,32.04
118,5503,199,24.42,26.97
235,8646,451,33.31,35.84
305,21600,653,33.94,37.91
351,27841,1057,43.38,51.13
283,17805,772,39.5,45.0
32,275,6,9.27,9.19
191,21519,548,30.42,39.35
300,15800,2309,31.85,45.98
45,1090,58,8.13,8.41
97,6619,231,17.39,20.61
135,6132,264,24.06,26.92
45,2108,125,9.96,12.45
102,12487,185,18.83,20.16
152,9510,644,21.22,26.48
93,2474,329,16.25,20.08
70,1238,207,15.69,17.34
5,38,2,1.99,2.0
4,17,0,2.19,2.14
25,576,39,9.65,10.3
59,874,228,11.51,12.69
36,355,33,7.57,8.2
3,12,3,1.0,2.06
67,1747,294,14.75,16.65
24,1024,21,9.09,9.11
25,1211,22,10.31,10.51
4,111,0,1.34,1.34
16,1136,5,7.15,7.05
54,10719,168,14.69,16.24
4,448,0,2.4,2.43
29,1346,8,6.92,7.21
28,2589,24,12.56,12.69
26,2259,4,9.31,9.41
32,1284,9,7.1,7.13
70,5973,120,15.64,17.03
100,20146,219,18.69,22.93
95,16662,64,27.22,29.56
90,20549,30,20.45,21.27
154,17031,358,31.04,37.19
147,21485,604,24.14,30.09
89,10693,200,13.19,15.96
174,43062,615,26.61,32.65
196,27782,395,27.57,35.05
52,7034,89,17.35,17.96
25,1898,18,7.14,7.71
32,1873,26,8.04,8.27
86,9404,179,20.81,24.18
183,24620,259,23.7,26.11
7,62,0,2.47,2.39
112,13031,124,17.63,18.68
33,1020,36,9.76,9.89
31,3772,40,10.33,10.91
250,133213,488,25.35,37.11
146,39834,537,33.94,39.35
3,23,0,2.0,1.99
20,11639,7,9.26,9.55
110,72207,221,26.8,31.82
67,32855,143,17.35,19.92
20,15792,17,9.64,9.74
9,46,0,1.94,1.91
